regime,state,group,year,ci90_width,width_pct_change_vs_main
floor_low,Madhya Pradesh,By2021,2050,0.6938043421810596,-2.1379010737034245
floor_low,Maharashtra,By2016,2030,0.37497219570882656,1.1139976571968084
floor_low,Maharashtra,By2016,2040,0.4890738874965044,-0.0837588826612448
floor_low,Maharashtra,By2016,2050,0.5226206795310275,-2.8523883645199026
floor_low,Manipur,NotYet,2030,0.476715768462465,-2.405378056964478
floor_low,Manipur,NotYet,2040,0.5270259822432206,-3.5172516387717763
floor_low,Manipur,NotYet,2050,0.5638670095595217,-2.2046073506277764
floor_low,Meghalaya,NotYet,2030,0.6728841250685713,-3.540314488079489
floor_low,Meghalaya,NotYet,2040,0.7286240515881,-1.9580893637710255
floor_low,Meghalaya,NotYet,2050,0.7654625492923148,0.8873031272677859
floor_low,Mizoram,By2021,2030,0.48796038763159055,0.6098586156018554
floor_low,Mizoram,By2021,2040,0.5442483263308702,-1.294333417692299
floor_low,Mizoram,By2021,2050,0.564612487776043,-4.135460566433041
floor_low,Nagaland,By2021,2030,0.5001005665659937,-2.6258467751581818
floor_low,Nagaland,By2021,2040,0.5588320366507218,-0.4825779922153159
floor_low,Nagaland,By2021,2050,0.5882550104797855,1.8668419578636863
floor_low,Odisha,By2016,2030,0.4249076777108616,-0.2561742275996618
floor_low,Odisha,By2016,2040,0.5247039200711106,-1.3248150368337357
floor_low,Odisha,By2016,2050,0.5749817304336744,-0.6141244326662646
floor_low,Puducherry,Pre2001,2030,0.5037845898259148,-4.577466027987712
floor_low,Puducherry,Pre2001,2040,0.5553336737757828,-1.6387299405293436
floor_low,Puducherry,Pre2001,2050,0.5634867730651675,-3.8926979394499996
floor_low,Punjab,By2011,2030,0.4151444015769128,0.6696676138958744
floor_low,Punjab,By2011,2040,0.5156259104992269,-0.13569001074084205
floor_low,Punjab,By2011,2050,0.5365279157819107,-2.6960123451950406
floor_low,Rajasthan,By2021,2030,0.5171522035584957,-3.6324146667788617
floor_low,Rajasthan,By2021,2040,0.6335735079692499,-2.4875784100317073
floor_low,Rajasthan,By2021,2050,0.6881722026670207,-1.227863685117142
floor_low,Sikkim,By2011,2030,0.4348265733313521,-1.8303787218711949
floor_low,Sikkim,By2011,2040,0.4938385977236861,-3.0158381125028293
floor_low,Sikkim,By2011,2050,0.5188904427411507,-4.2033560326854476
floor_low,Tamil Nadu,Pre2001,2030,0.37466244663117676,-0.6989746354364721
floor_low,Tamil Nadu,Pre2001,2040,0.48126601816541714,3.4118595283030184
floor_low,Tamil Nadu,Pre2001,2050,0.5217814677367296,1.1913076715934614
floor_low,Telangana,By2011,2030,0.4211480411408226,-1.8653005284287287
floor_low,Telangana,By2011,2040,0.5215916544161712,0.18765771618102844
floor_low,Telangana,By2011,2050,0.5607244750974791,-0.566139400857933
floor_low,Tripura,By2016,2030,0.45877401263730055,-0.5873841069108023
floor_low,Tripura,By2016,2040,0.5137785473156657,-0.8167119548325266
floor_low,Tripura,By2016,2050,0.537928022047111,-3.329287349501362
floor_low,Uttar Pradesh,NotYet,2030,0.5692969408065913,1.3153864020981156
floor_low,Uttar Pradesh,NotYet,2040,0.6981204677426294,0.9961375655431582
floor_low,Uttar Pradesh,NotYet,2050,0.7418005411966457,2.008957948222606
floor_low,Uttarakhand,By2016,2030,0.42515659793112737,-2.0609650742370427
floor_low,Uttarakhand,By2016,2040,0.5355269860347864,-1.0108878015122673
floor_low,Uttarakhand,By2016,2050,0.5691784621445675,-1.9335108557015892
floor_low,West Bengal,By2011,2030,0.3738519332655954,-4.637244913209079
floor_low,West Bengal,By2011,2040,0.47323143787294875,-4.918524639743767
floor_low,West Bengal,By2011,2050,0.5039666806407348,-4.0263284629919465
floor_high,Andaman & Nicobar Islands,By2011,2030,0.44412357896724663,0.19705671454139673
floor_high,Andaman & Nicobar Islands,By2011,2040,0.5020934428954766,-0.47770060378000706
floor_high,Andaman & Nicobar Islands,By2011,2050,0.5332959524202643,-2.402202027427363
floor_high,Andhra Pradesh,By2011,2030,0.4257347852217719,-0.8312412997026977
floor_high,Andhra Pradesh,By2011,2040,0.5339001421791292,0.11095616827304937
floor_high,Andhra Pradesh,By2011,2050,0.5607505479097135,0.7530507973384516
floor_high,Arunachal Pradesh,By2016,2030,0.5522479027745644,-1.3179156520088375
floor_high,Arunachal Pradesh,By2016,2040,0.6040120661473882,-2.9384032354233005
floor_high,Arunachal Pradesh,By2016,2050,0.6176527668271821,-0.2871011426258218
floor_high,Assam,By2021,2030,0.46943726203978864,3.822275834856165
floor_high,Assam,By2021,2040,0.5757544690014589,0.04517212443318707
floor_high,Assam,By2021,2050,0.6436265742675651,3.451554813079348
floor_high,Bihar,NotYet,2030,0.6121794162990706,-3.1286601949571544
floor_high,Bihar,NotYet,2040,0.7518613528014972,-0.2295165142290606
floor_high,Bihar,NotYet,2050,0.7859917080292629,-0.2462735138560968
floor_high,Chandigarh,By2011,2030,0.5277173199359801,-1.5211948040526868
floor_high,Chandigarh,By2011,2040,0.5822574283770947,2.513571934382923
floor_high,Chandigarh,By2011,2050,0.5978458080018461,3.8504098372481663
floor_high,Chhattisgarh,By2021,2030,0.5040988346281206,4.029181078623976
floor_high,Chhattisgarh,By2021,2040,0.6160123359961613,-1.3866835889873272
floor_high,Chhattisgarh,By2021,2050,0.6674740783808737,-0.7422660672044761
floor_high,Dadra & Nagar Haveli and Daman & Diu,By2021,2030,0.5756328418514516,-1.2944513740800307
floor_high,Dadra & Nagar Haveli and Daman & Diu,By2021,2040,0.6430864480957692,0.03183615900960617
floor_high,Dadra & Nagar Haveli and Daman & Diu,By2021,2050,0.6594088696222731,-0.6191381091077401
floor_high,Delhi,By2016,2030,0.3458678425986199,2.9678223678116504
floor_high,Delhi,By2016,2040,0.4327748817852527,-1.102548000035368
floor_high,Delhi,By2016,2050,0.4978596730583922,0.282167806758713
floor_high,Goa,Pre2001,2030,0.4880604850509169,4.530266811844838
floor_high,Goa,Pre2001,2040,0.5369883372479363,2.691665465031822
floor_high,Goa,Pre2001,2050,0.558331709203611,-0.01814142712386313
floor_high,Gujarat,By2016,2030,0.472362551446013,2.6525410391931166
floor_high,Gujarat,By2016,2040,0.5731902955881203,-0.14568875896036212
floor_high,Gujarat,By2016,2050,0.6128556620316106,0.8321573433435157
floor_high,Haryana,By2016,2030,0.47834400113111575,-0.565849853243583
floor_high,Haryana,By2016,2040,0.5953867736223535,-0.8712014669138967
floor_high,Haryana,By2016,2050,0.6224610698201136,-0.4630479915042217
floor_high,Himachal Pradesh,By2011,2030,0.4328337488572649,-0.4963369715255763
floor_high,Himachal Pradesh,By2011,2040,0.5407315988777874,1.5819497727175236
floor_high,Himachal Pradesh,By2011,2050,0.5732865261068107,1.6048599913647328
floor_high,Jammu & Kashmir,By2016,2030,0.38764455279613963,1.9478929462813215
floor_high,Jammu & Kashmir,By2016,2040,0.48660698721961215,-2.847507568615673
floor_high,Jammu & Kashmir,By2016,2050,0.5352605175267342,-0.8746614578581255
floor_high,Jharkhand,NotYet,2030,0.4832203108973536,-1.8311144562011585
floor_high,Jharkhand,NotYet,2040,0.6065106890671004,-3.705970848493828
floor_high,Jharkhand,NotYet,2050,0.6464276368794428,-4.348081510169777
floor_high,Karnataka,By2011,2030,0.4439422415411758,0.6933817041580693
floor_high,Karnataka,By2011,2040,0.5421890068840598,3.235005150358001
floor_high,Karnataka,By2011,2050,0.5783057856473186,4.066279809362397
floor_high,Kerala,Pre2001,2030,0.4147190248909114,2.4036741075359904
floor_high,Kerala,Pre2001,2040,0.5180161742994642,3.301271241043641
floor_high,Kerala,Pre2001,2050,0.54585161778059,-0.3959660087085078
floor_high,Ladakh,By2016,2030,0.39060606151775645,1.3895530647598675
floor_high,Ladakh,By2016,2040,0.47983544143591905,1.156779965789552
floor_high,Ladakh,By2016,2050,0.5210631246152475,1.0322137574423291
floor_high,Lakshadweep,By2011,2030,0.5633137591092943,4.6370601693332505
floor_high,Lakshadweep,By2011,2040,0.5930156031524032,-1.3054055771498891
floor_high,Lakshadweep,By2011,2050,0.5951513541695475,0.5360555878142566
floor_high,Madhya Pradesh,By2021,2030,0.5427722604535752,0.6262452623414076
floor_high,Madhya Pradesh,By2021,2040,0.6596244925179067,-2.9392624533175145
floor_high,Madhya Pradesh,By2021,2050,0.6930205074353124,-2.248462090356964
floor_high,Maharashtra,By2016,2030,0.37683838224863164,1.617228519573257
floor_high,Maharashtra,By2016,2040,0.4900062575282067,0.10672135208409507
floor_high,Maharashtra,By2016,2050,0.5331438415051886,-0.8962850324427896
floor_high,Manipur,NotYet,2030,0.4707754801853514,-3.6214909422322776
floor_high,Manipur,NotYet,2040,0.5341488581369072,-2.213265373173089
floor_high,Manipur,NotYet,2050,0.5701528927028718,-1.1144027461196941
floor_high,Meghalaya,NotYet,2030,0.6833763338278613,-2.0362291343889165
floor_high,Meghalaya,NotYet,2040,0.7542994498965054,1.4967308566371196
floor_high,Meghalaya,NotYet,2050,0.7716244623014099,1.699437941919614
floor_high,Mizoram,By2021,2030,0.4801785957600193,-0.9946260922140786
floor_high,Mizoram,By2021,2040,0.5451961703238624,-1.122431055079514
floor_high,Mizoram,By2021,2050,0.5840832200104245,-0.8295599381358095
floor_high,Nagaland,By2021,2030,0.5114552577232176,-0.414984579667384
floor_high,Nagaland,By2021,2040,0.556425004012608,-0.9112250044183777
floor_high,Nagaland,By2021,2050,0.5971694094550231,3.4105290584958294
floor_high,Odisha,By2016,2030,0.4240588303396611,-0.45543465225594826
floor_high,Odisha,By2016,2040,0.5443941895805313,2.378113246136534
floor_high,Odisha,By2016,2050,0.5885064563479181,1.7236311092037235
floor_high,Puducherry,Pre2001,2030,0.5133389451039787,-2.7677624175283846
floor_high,Puducherry,Pre2001,2040,0.5698219592501697,0.9274500473606992
floor_high,Puducherry,Pre2001,2050,0.5812162899253676,-0.8687830691824026
floor_high,Punjab,By2011,2030,0.4317293681680412,4.691408164351403
floor_high,Punjab,By2011,2040,0.522917920180098,1.276596494625298
floor_high,Punjab,By2011,2050,0.5607893731384184,1.7040132222812938
floor_high,Rajasthan,By2021,2030,0.5139228366233815,-4.234183916818809
floor_high,Rajasthan,By2021,2040,0.6429571818889759,-1.0433501463595518
floor_high,Rajasthan,By2021,2050,0.6846444431520309,-1.7341967545876924
floor_high,Sikkim,By2011,2030,0.46740298488567744,5.524309747114314
floor_high,Sikkim,By2011,2040,0.5217320198894888,2.4621058622979084
floor_high,Sikkim,By2011,2050,0.5395341436478372,-0.39215215797444797
floor_high,Tamil Nadu,Pre2001,2030,0.3771459128597041,-0.04075349486457245
floor_high,Tamil Nadu,Pre2001,2040,0.4794813040795567,3.0283697422409808
floor_high,Tamil Nadu,Pre2001,2050,0.5304585552338744,2.8740922948678613
floor_high,Telangana,By2011,2030,0.44026782383627316,2.5899359810351528
floor_high,Telangana,By2011,2040,0.5260633748228354,1.0465886245116167
floor_high,Telangana,By2011,2050,0.5651803153613228,0.22401943708124594
floor_high,Tripura,By2016,2030,0.4778698439862432,3.5505280126940773
floor_high,Tripura,By2016,2040,0.5328555109500759,2.866034218717551
floor_high,Tripura,By2016,2050,0.5541079063717719,-0.42161032922779057
floor_high,Uttar Pradesh,NotYet,2030,0.5569550434474597,-0.8810492543166664
floor_high,Uttar Pradesh,NotYet,2040,0.6987953354395888,1.0937697564185394
floor_high,Uttar Pradesh,NotYet,2050,0.7255501186640481,-0.22572452598330653
floor_high,Uttarakhand,By2016,2030,0.43092284626576394,-0.7326526364559927
floor_high,Uttarakhand,By2016,2040,0.5500543165688796,1.6744064781124255
floor_high,Uttarakhand,By2016,2050,0.6053167390150889,4.292926320195093
floor_high,West Bengal,By2011,2030,0.3920339364050496,6.498202206613139e-4
floor_high,West Bengal,By2011,2040,0.5003854108159936,0.53724098081999
floor_high,West Bengal,By2011,2050,0.5459029754336596,3.959874467761868
